Router Name,Country Code,Bandwidth (KB/s),Uptime (Days),IP Address,Hostname,ORPort,DirPort,Flag - Authority,Flag - Exit,Flag - Fast,Flag - Guard,Flag - Named,Flag - Stable,Flag - Running,Flag - Valid,Flag - V2Dir,Platform,Flag - Hibernating,Flag - Bad Exit
ElzaTorServer,CZ,46,14,109.202.66.4,elza.qtm.cz,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
EnemyPL,PL,45,0,82.143.158.39,h82-143-158-39-static.e-wro.net.pl,443,4010,0,1,1,0,1,0,1,1,1,Tor 0.2.2.15-alpha (git-eba3f37f17a2af4f) on Windows Vista Service Pack 2 [workstation],0,0
enjoyprivacy,US,7,22,69.76.243.235,cpe-69-76-243-235.kc.res.rr.com,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.2.9-alpha (git-2e159967c9871477) on Linux i686,0,0
ennui,US,189,404,208.75.57.100,ennui.lostinthenoise.net,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.1.19 on Linux i686,0,0
EntitaetNull,DE,124,41,81.169.142.26,anonymizer.zesstra.de,4242,4243,0,0,1,1,1,1,1,1,1,Tor 0.2.2.14-alpha (git-3218a82991d890b0) on Linux i686,0,0
entscheubler1,DE,34,0,93.207.88.126,p5DCF587E.dip.t-dialin.net,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.2.16-alpha on SunOS i86pc,0,0
ENZO,SE,3,0,80.216.72.97,c80-216-72-97.bredband.comhem.se,9001,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
ephemeron,US,3,4,72.199.19.231,ip72-199-19-231.sd.sd.cox.net,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.25 on FreeBSD i386,0,0
ephrus,US,75,39,75.25.152.141,tor-server.ephrus.com,80,110,0,0,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
eponymousraga,FR,25,2,81.57.208.135,vil93-1-81-57-208-135.fbx.proxad.net,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
erijams,US,39,0,71.74.109.135,cpe-71-74-109-135.neo.res.rr.com,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.1.26 on Windows 'Longhorn' Service Pack 2 [workstation] {personal} {terminal services- single user},0,0
eris,US,36,2,209.237.247.50,209.237.247.50.rev.cernio.com,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.1.26 on FreeBSD amd64,0,0
eristtodjim,DE,24,0,91.19.126.224,p5B137EE0.dip.t-dialin.net,9001,None,0,0,1,1,1,0,1,1,0,Tor 0.2.1.26 on Linux i586,0,0
ErPandaMuerto,IT,0,0,213.136.173.192,ip-173-192.sn3.eutelia.it,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
error418tor01,NL,328,69,94.75.215.53,tor.esx01.haarlem.nl.error418.com,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
esko,FI,54,57,83.150.82.122,tor.maimed.org,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
espagnetor,FR,0,0,93.11.186.221,221.186.11-93.rev.gaoland.net,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.1.26 on Windows XP Service Pack 3 [workstation] {personal} {terminal services- single user},0,0
ethnao,FR,10,4,88.168.242.87,ethnao.homelinux.org,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.2.16-alpha on Linux i586,0,0
Eureka,US,434,150,67.228.21.230,tor2.ctgameinfo.com,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.22 on FreeBSD i386,0,0
evHZN,US,8,0,74.69.21.41,cpe-74-69-21-41.rochester.res.rr.com,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
evil,UA,1,0,194.187.148.121,ip-194-187-148-121.ava.net.ua,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.3.0-alpha-dev (git-3efaa30727f23f31) on Linux x86_64,0,0
evoLution,US,3,10,70.114.131.61,cpe-70-114-131-61.austin.res.rr.com,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
ExitEnclaveExample,US,123,3,97.74.196.206,ip-97-74-196-206.ip.secureserver.net,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
ExitNodeEnotch2,US,565,0,38.108.125.197,obama.dirtynigga.com,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
F00DD00D,GB,3240,9,109.169.29.56,109.169.29.56,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.16-alpha (git-61e0079ab25db6c3) on Linux i686,0,0
fa11,US,25,9,67.228.93.143,67.228.93.143-static.reverse.softlayer.com,443,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.1.26 on Windows Server 2003 Service Pack 2 [server] {terminal services- single user} {terminal services},0,0
FairyTail,US,18,14,71.190.227.93,pool-71-190-227-93.nycmny.fios.verizon.net,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
fakemoon,RU,0,0,109.184.166.41,109-184-166-41.dynamic.mts-nn.ru,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
FalseAlarm,DE,80,206,85.10.198.236,pong.g33x.de,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.19 on Linux i686,0,0
familiyapalhom,CI,0,0,41.207.198.21,Adsl-41.207.198.21.aviso.ci,443,9030,0,1,0,0,0,0,1,1,1,Tor 0.2.2.15-alpha (git-eba3f37f17a2af4f) on Windows XP Service Pack 3 [workstation],0,0
fdc70302966307,US,81,38,204.45.119.34,.,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Windows Server 2003 Service Pack 2 [server] {'blade' (2003- web edition)} {terminal services- single user} {terminal services},0,0
Fe8Ohcoo8roogee5hah,FR,13,10,82.242.152.211,se267-1-82-242-152-211.fbx.proxad.net,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
FedfiUjRoaglyng2,JP,4,4,220.220.234.166,i220-220-234-166.s11.a023.ap.plala.or.jp,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
fejk2,US,187,8,204.152.222.140,tor-proxy2.fejk.se,443,None,0,1,1,1,1,1,1,1,0,Tor 0.2.2.16-alpha (git-04ed53b25b260ea7) on Linux x86_64,0,0
fejk4,US,2964,22,174.36.199.202,anonymizer5.torservers.net,443,None,0,1,1,1,1,1,1,1,0,Tor 0.2.2.15-alpha (git-8ea1c7b8c5dd2314) on Linux x86_64,0,0
Fenderbender,GB,1,1,81.147.143.166,host81-147-143-166.range81-147.btcentralplus.com,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.26 on Darwin i386,0,0
ferrot04st,DE,40,46,188.40.209.99,static.99.209.40.188.clients.your-server.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
FFA,BE,145,8,82.146.39.68,vpn-service.ws,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.1.26 on FreeBSD amd64,0,0
Figaro,SE,3,0,81.227.136.251,h251n1fls305o838.telia.com,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.0.35 on Windows XP Service Pack 3 [workstation] {terminal services- single user},0,0
FinanceNeedsPrivacy,DE,32,0,88.84.144.58,v29958.1blu.de,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
FinelyCultured,US,31,10,209.20.68.244,finelycultured.com,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
Firefly,US,2,0,69.93.127.87,mal.toger.us,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
FishingCat,US,24,0,129.21.136.77,fishingcat.rh.rit.edu,9001,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
fissefjaes,DK,33,74,89.150.70.78,1503020622.dong.dbnet.dk,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
fl01,CA,44,15,168.144.48.133,vps-1019009-1135.manage.myhosting.com,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
fleuve,CH,105,6,62.220.138.99,fleuve.saitis.net,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
floppydrive,DE,183,9,78.47.32.36,static.36.32.47.78.clients.your-server.de,443,None,0,0,1,1,1,1,1,1,0,Tor 0.2.0.35 on Linux i686,0,0
flubber,NL,8,115,83.160.255.58,shack.demon.nl,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
FluideGlacial,FR,0,17,78.229.212.4,sva76-1-78-229-212-4.fbx.proxad.net,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.0.35 on Linux i686,0,1
fluxe3,DE,899,5,78.47.18.110,tor.sebastianhahn.net,80,443,0,0,1,1,1,1,1,1,1,Tor 0.2.2.16-alpha (git-04ed53b25b260ea7) on Linux i686,0,0
fly88,BE,31,0,83.134.171.111,ip-83-134-171-111.dsl.scarlet.be,34566,None,0,1,1,0,0,0,1,1,0,Tor 0.2.1.26 on Linux ppc,0,0
FMW01,US,83,14,98.247.34.39,c-98-247-34-39.hsd1.wa.comcast.net,443,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.26 on Windows Server 2003 Service Pack 2 [server] {terminal services- single user} {small business} {small business- restricted} {terminal services} {0x8131},0,0
fnordbox,DE,313,7,88.80.200.169,fnordbox.de,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
FoeBuD3,DE,959,108,85.214.73.63,anonymisierungsdienst.foebud.org,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
Fooligans,NL,24,2,82.95.236.50,mail.tazzmania.nl,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
FordModelA,US,4884,6,38.229.70.33,torproxy02.teamcymru.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.16-alpha (git-61e0079ab25db6c3) on Linux x86_64,0,0
France4Freedom,FR,8,11,88.177.149.163,maz13-2-88-177-149-163.fbx.proxad.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
Freedom,DE,37,2,178.25.88.83,178-25-88-83-dynip.superkabel.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.15-alpha (git-eba3f37f17a2af4f) on Windows XP Service Pack 2 [workstation],0,0
FreedomBaby,US,18,0,74.77.246.198,cpe-74-77-246-198.buffalo.res.rr.com,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.1.26 on Windows XP Service Pack 3 [workstation] {personal} {terminal services- single user},0,0
FreedomFries,US,4,14,98.157.178.36,98.157.178.36,443,None,0,1,1,0,1,1,1,1,0,Tor 0.2.0.34 (r18423) on Windows Server 2003 Service Pack 2 [domain controller] {terminal services- single user} {terminal services},0,0
freedomgateway00,US,7,3,24.28.37.157,cpe-24-28-37-157.gt.res.rr.com,9002,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
FreedomOrDeath,US,496,0,96.238.87.146,pool-96-238-87-146.nrflva.fios.verizon.net,31464,31465,0,0,1,0,1,0,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
FreeRelay,RU,290,2,82.146.49.65,fvda01.ispvds.com,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.1.26 on FreeBSD amd64,0,0
freerussia1,US,142,3,173.243.118.219,173.243.118.219.rdns.continuumdatacenters.com,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
freestone,CA,3,0,99.247.234.129,CPE00222d1130d4-CM00222d1130d0.cpe.net.cable.rogers.com,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.1.26 on Very recent version of Windows [major=6-minor=1]  [workstation] {terminal services- single user},0,0
freethinker,US,2,0,71.154.206.192,adsl-71-154-206-192.dsl.sndg02.sbcglobal.net,443,None,0,0,1,0,0,0,1,1,0,Tor 0.2.1.26 on Very recent version of Windows [major=6-minor=1]  [workstation] {terminal services- single user},0,0
freetztor,DE,2,2,92.202.97.111,port-92-202-97-111.dynamic.qsc.de,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.25 on Linux armv5tel,0,0
Freiheit,DE,0,0,88.76.149.218,dslb-088-076-149-218.pools.arcor-ip.net,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.1.26 on Windows XP Service Pack 3 [workstation] {personal} {terminal services- single user},0,0
FriedOnion,BG,16,6,82.146.27.209,hst-27-209.medicom.bg,9001,None,0,1,1,0,0,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
FriendlyHuman,SE,28,2,213.21.74.197,213-21-74-197.bon.t3.se,4526,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux armv5tel,0,0
frogbeard,SE,46,21,79.142.243.2,customer-79-142-243-2.ssn.hpdc.se,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
Frohike,FI,71,10,80.221.249.248,cable-roi-fff9dd00-248.dhcp.inet.fi,443,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Windows XP Service Pack 3- v.5973 [workstation] {terminal services- single user},0,0
froschitor,GB,1,78,80.68.95.172,froschi.vm.bytemark.co.uk,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
fruitsco,JP,293,58,125.54.166.143,KD125054166143.ppp-bb.dion.ne.jp,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.0.35 on Linux i686,0,0
FSF,US,1137,10,140.186.70.48,tor.fsf.org,443,80,0,0,1,1,0,1,1,1,1,Tor 0.2.2.15-alpha (git-8ea1c7b8c5dd2314) on Linux x86_64,0,0
fslkbt,RO,15,0,79.112.45.124,79-112-45-124.iasi.fiberlink.ro,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
FTG,US,1,1,68.231.42.228,ip68-231-42-228.ph.ph.cox.net,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.21 on Windows 'Longhorn' Service Pack 2 [workstation] {personal} {terminal services- single user},0,0
funnyadultgamesplay,CA,847,37,74.3.165.39,74.3.165.39,2202,2022,0,0,1,1,1,1,1,1,1,Tor 0.2.2.15-alpha (git-1f81474b2eaa1600) on Linux i686,0,0
fuzz,FI,18,1,82.203.213.149,fuzz.bombsquad.org,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.15-alpha (git-eba3f37f17a2af4f) on Windows 7  [server],0,0
fyfouyouydo,ES,8,0,95.120.163.202,202.Red-95-120-163.dynamicIP.rima-tde.net,60008,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.2.13-alpha (git-feb8c1b5f67f2c6f) on Windows XP Service Pack 3 [workstation],0,0
g1v1ngback,US,184,18,204.27.61.10,wolf.crispernetworks.com,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.15-alpha (git-eba3f37f17a2af4f) on Linux i686,0,0
G2LOQ,FR,12,95,79.170.233.15,ns2015.yellis.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
gabelmoo,DE,605,6,80.190.246.100,ipx14543.ipxserver.de,8080,8180,1,0,1,1,1,1,1,1,1,Tor 0.2.2.15-alpha (git-8ea1c7b8c5dd2314) on Linux i686,0,0
gadg3ts,GB,12,113,87.194.125.162,home.gongbong.com,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
gallagher,GR,15,6,195.134.67.52,gallagher.di.uoa.gr,9001,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
gallonsok,US,2,0,74.238.241.32,adsl-074-238-241-032.sip.lft.bellsouth.net,9001,None,0,0,1,0,0,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
gartentor,DE,89,359,188.40.33.150,sudkessel.zerties.org,443,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.19 on Linux x86_64,0,0
gashmish,RU,298,1,89.112.2.176,89.112.2.176.pppoe.eltel.net,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
gatereloaded,SK,4627,65,194.154.227.109,unknown,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
Gedeivo,FR,2,0,79.89.231.254,254.231.89-79.rev.gaoland.net,443,9030,0,0,1,0,0,0,1,1,1,Tor 0.2.2.15-alpha (git-eba3f37f17a2af4f) on Windows 7  [workstation],0,0
geistesblitz,AT,2,0,84.114.175.62,chello084114175062.1.15.vie.surfer.at,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.1.20 on Windows XP Service Pack 3 [workstation] {personal} {terminal services- single user},0,0
GentooServer,US,0,0,64.130.148.193,64-130-148-193.pool.dsl.scrtc.com,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
GEO,US,348,2,128.117.43.93,128.117.43.93,9001,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.1.26 on Darwin i386,0,0
geo,HU,0,0,89.133.6.81,catv-89-133-6-81.catv.broadband.hu,443,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.2.15-alpha (git-eba3f37f17a2af4f) on Windows 7  [workstation],0,0
georgeorwell,US,66,0,64.150.191.101,64-150-191-101.dedicated.abac.net,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.2.8-alpha (git-ff88bc7db8edeb29) on Linux i686,0,0
germgin,RO,166,1,85.204.46.209,85-204-46-209.etth.opensys.ro,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
gerveahi,FR,355,117,92.243.24.80,xvm-24-80.ghst.net,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.2.13-alpha (git-a3db6300225c5f34) on Linux i686,0,0
gEuz7iqdhIl63,US,78,116,72.196.98.36,ip72-196-98-36.ga.at.cox.net,8904,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.25 on Linux x86_64,0,0
Ghost,IT,11,0,79.52.123.192,host192-123-dynamic.52-79-r.retail.telecomitalia.it,9001,9030,0,1,1,0,0,0,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
gibson,US,5,3,208.58.123.161,208-58-123-161.c3-0.tlg-ubr3.atw-tlg.pa.cable.rcn.com,9428,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
gigatux,GB,159,114,78.129.201.189,emohawk2.gigatux.com,9001,None,0,1,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
gil,US,21,11,209.6.30.151,209.6.30.151,9001,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
gilia,IT,17,1,88.149.209.84,88-149-209-84.dynamic.ngi.it,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux i586,0,0
gilou070815,FR,1,0,88.167.229.244,aig34-1-88-167-229-244.fbx.proxad.net,443,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.26 on Windows XP Service Pack 3 [workstation] {personal} {terminal services- single user},0,0
GingerDp,BE,86,18,62.58.108.142,customer-colocation-collectif-3.all2all.org,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
globenet,FR,220,23,80.67.172.19,tor.globenet.org,443,80,0,0,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
gnomino,RU,15,5,89.163.107.134,89.163.107.134,4433,None,0,1,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
godzilla,SE,25,5,83.226.224.152,c-98e0e253.3129522--62697410.cust.bredbandsbolaget.se,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.3.0-alpha-dev (git-83f9667fe804a627) on Linux x86_64,0,0
GoElephantGoGoGo,SE,2,1,195.67.213.149,fh149n1-mael-a12.ias.bredband.telia.com,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.0.35 on Linux i686,0,0
goga312,RU,11,0,88.205.156.253,88.205.156.253,4430,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.1.20 on Windows XP Service Pack 3 [workstation] {terminal services- single user},0,0
gonefishing,FR,2,0,90.14.217.81,ALyon-259-1-74-81.w90-14.abo.wanadoo.fr,9001,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.1.25 on Darwin i386,0,0
goodeid,CA,15,16,67.55.28.54,tor-node.goodeid.com,443,9030,0,1,1,0,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
goodoldcube,US,31,13,24.187.120.172,ool-18bb78ac.dyn.optonline.net,9110,None,0,0,1,0,0,1,1,1,0,Tor 0.2.1.26 on Darwin Power Macintosh,0,0
Gort,AT,7,0,93.83.179.58,93.83.179.58,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.1.26 on Windows XP Service Pack 3 [workstation] {terminal services- single user},0,0
goshawkRelay,IT,28,41,95.226.43.131,host131-43-static.226-95-b.business.telecomitalia.it,9001,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
gotrootmeuk1,EU,5054,5,91.213.50.235,tor.uk.got-root.me.uk,443,80,0,1,1,0,0,1,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
gp510,CZ,4,6,188.246.106.34,cl34.net106.etron.tcservis.cz,9001,None,0,0,1,0,0,0,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
gpfTOR1,DE,283,19,62.75.219.7,awxcnx.de,2009,2010,0,0,1,1,0,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
gpfTOR2,DE,1749,11,87.118.101.175,gpftor2.privacyfoundation.de,443,80,0,1,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
gpfTOR5,NL,971,14,94.75.228.29,privacybox.de,9001,9030,0,0,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
gpfTOR6,NL,477,12,62.212.67.209,gpftor6.privacyfoundation.de,443,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
gPPaEKoo6wpxnMzWtQ,DE,62,0,84.46.79.234,port-94058.pppoe.wtnet.de,9001,9030,0,1,1,1,1,0,1,1,1,Tor 0.2.1.25 on Linux x86_64,0,0
graf,US,63,3,67.173.76.175,c-67-173-76-175.hsd1.il.comcast.net,443,9030,0,0,1,0,1,1,1,1,1,Tor 0.2.1.26 on Windows XP Service Pack 3 [workstation] {terminal services- single user},0,0
grandview,US,16,9,75.187.54.93,cpe-75-187-54-93.columbus.res.rr.com,443,9030,0,0,1,1,0,1,1,1,1,Tor 0.2.1.26 on Windows 'Longhorn' Service Pack 2 [workstation] {terminal services- single user},0,0
graonaire,FR,11,1,90.59.187.34,ANantes-552-1-8-34.w90-59.abo.wanadoo.fr,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.2.15-alpha (git-eba3f37f17a2af4f) on Windows XP Service Pack 3 [workstation],0,0
gratinee,US,70,0,173.45.245.140,tor-proxy.joegratz.net,9001,None,0,0,0,0,1,0,1,1,0,Tor 0.2.1.23 on Linux x86_64,1,0
GreatTr666666666666,US,10,0,173.186.31.201,h201.31.186.173.dynamic.ip.windstream.net,443,None,0,1,1,0,1,0,1,1,0,Tor 0.2.1.26 on Windows 'Longhorn' Service Pack 2 [workstation] {personal} {terminal services- single user},0,0
grevenbroich0815,DE,30,1,88.77.170.244,dslb-088-077-170-244.pools.arcor-ip.net,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.1.22 on Linux x86_64,0,0
Groucho,DE,50,15,217.160.215.244,p15150012.pureserver.info,443,None,0,1,1,1,1,1,1,1,0,Tor 0.2.1.25 on Windows Server 2003 Service Pack 2 [server] {terminal services- single user} {terminal services},0,0
grsrlfz,DE,199,37,131.220.137.122,131.220.137.122,80,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
GTor9279130304,IT,1,0,77.239.155.161,77.239.155.161,9001,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
GuentersNightmare,DE,8,0,83.171.148.53,DSL01.83.171.148.53.ip-pool.NEFkom.net,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
gunther,DE,373,7,212.112.241.30,ipx22091.ipxserver.de,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
gurka,SE,0,0,188.122.138.213,h188-122-138-213.dynamic.se.alltele.net,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
Gutterfly,DE,7,0,95.157.8.60,95.157.8.60.dynamic.cablesurf.de,9003,9033,0,1,1,0,1,0,1,1,1,Tor 0.2.1.26 on Linux x86_64,0,0
GuyRitchie,RU,1,0,178.187.18.153,178.187.18-153.xdsl.ab.ru,9001,None,0,1,1,0,1,0,1,1,0,Tor 0.2.1.19 on Linux i686,0,0
gweepsystems,US,11,5,64.81.61.235,dsl081-061-235.dsl-isp.net,9001,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.19 on Linux i686,0,0
h1412859,DE,197,0,85.214.104.216,h1412859.stratoserver.net,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
h1794589,DE,576,7,85.214.145.202,h1794589.stratoserver.net,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
h41l3r15,US,31,0,97.107.131.163,zarathud.carpanet.net,9001,None,0,0,1,0,1,0,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
h727391,DE,105,38,81.169.171.105,h727391.serverkompetenz.net,9001,None,0,0,1,1,1,1,1,1,0,Tor 0.2.1.26 on Linux i686,0,0
HackerFu,US,2,0,70.88.10.212,70-88-10-212-fl.tallah.hfc.comcastbusiness.net,443,9030,0,1,1,0,1,0,1,1,1,Tor 0.2.1.26 on Windows 'Longhorn' Service Pack 2 [server] {enterprise} {terminal services- single user} {terminal services},0,0
Hadopifuck,FR,7,8,82.246.64.44,mab78-2-82-246-64-44.fbx.proxad.net,9001,None,0,1,1,0,0,1,1,1,0,Tor 0.2.1.26 on Linux x86_64,0,0
HadopiFuck,FR,3,0,77.193.69.251,251.69.193-77.rev.gaoland.net,443,9030,0,0,1,0,1,0,1,1,1,Tor 0.2.1.26 on Windows XP Service Pack 3 [workstation] {terminal services- single user},0,0
hagbard,GB,0,530,213.253.1.10,celine.uukgoblin.net,9001,None,0,0,0,0,1,1,1,1,0,Tor 0.2.0.34 (r18423) on Linux i686,0,0
Haggis,EE,0,0,84.50.139.237,84-50-139-237-dsl.rkv.estpak.ee,51002,None,0,1,1,0,1,1,1,1,0,Tor 0.2.1.26 on NetBSD i386,0,0
haileris,DE,323,6,87.118.92.174,ns.km22002-03.keymachine.de,443,9030,0,1,1,1,1,1,1,1,1,Tor 0.2.1.26 on Linux i686,0,0
haistakeehanska,FI,7,28,88.113.111.251,a88-113-111-251.elisa-laajakaista.fi,443,None,0,0,1,0,1,1,1,1,0,Tor 0.2.1.25 on Linux i686,0,0
